IP|PUERTO|BD|USUARIO|USOS
10.30.241.179|1548|infocrediticiacte|sysinfocrediticia|1
10.30.241.175|58294|infocrediticiacte|sysinfocrediticia|1
10.30.120.22|17260|postgres|sysappdynamics|3
[local]||postgres|postgres|111
[local]||dbaaplicaciones|postgres|9
10.30.120.22|64048|postgres|sysappdynamics|3
10.50.71.69|36008|buro|sysburotienda|1
10.50.71.69|36014|buro|sysburotienda|1
10.50.71.69|56676|buro|sysburotienda|1
10.50.71.69|56690|infocrediticiacte|sysinfocrediticia|1
10.30.241.181|3635|buro|sysburotienda|1
10.30.120.22|20086|postgres|sysappdynamics|3
10.30.120.22|20088|postgres|sysappdynamics|3
10.30.241.169|62345|buro|sysburotienda|1
10.30.120.22|17264|postgres|sysappdynamics|3
10.50.71.69|50016|buro|sysburotienda|2
10.50.71.69|19476|infocrediticiacte|sysinfocrediticia|1
10.30.241.167|64709|buro|sysburotienda|1
10.50.71.69|19480|buro|sysburotienda|1
10.50.71.69|19490|infocrediticiacte|sysinfocrediticia|1
10.30.241.181|24215|buro|sysburotienda|1
10.50.71.69|52552|buro|sysburotienda|1
10.50.71.69|48654|infocrediticiacte|sysinfocrediticia|2
10.30.241.169|4848|buro|sysburotienda|1
10.50.71.69|31628|buro|sysburotienda|1
10.50.71.69|31634|infocrediticiacte|sysinfocrediticia|1
10.30.241.181|31269|buro|sysburotienda|1
10.28.231.46|54984|postgres|sysnagios|1
10.50.71.69|63640|buro|sysburotienda|1
10.30.241.175|42486|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|42640|buro|sysburotienda|1
10.50.71.69|1130|buro|sysburotienda|1
10.50.71.69|1146|buro|sysburotienda|1
10.50.71.69|1152|buro|sysburotienda|1
10.50.71.69|27100|infocrediticiacte|sysinfocrediticia|1
10.30.241.167|2743|buro|sysburotienda|1
10.50.71.69|32988|buro|sysburotienda|1
10.50.71.69|32994|buro|sysburotienda|2
10.50.71.69|13570|buro|sysburotienda|1
10.30.241.179|12535|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|39462|buro|sysburotienda|1
10.50.71.69|39478|infocrediticiacte|sysinfocrediticia|1
10.30.241.181|53654|buro|sysburotienda|1
10.50.71.69|39488|buro|sysburotienda|1
10.50.71.69|39498|buro|sysburotienda|1
10.50.71.69|19064|infocrediticiacte|sysinfocrediticia|1
10.30.241.167|10091|buro|sysburotienda|1
10.50.71.69|7950|buro|sysburotienda|1
10.50.71.69|7956|buro|sysburotienda|2
10.50.71.69|20798|infocrediticiacte|sysinfocrediticia|1
10.30.241.167|43606|buro|sysburotienda|1
10.50.71.69|20802|buro|sysburotienda|2
10.50.71.69|20814|buro|sysburotienda|1
10.28.231.46|1802|postgres|sysnagios|1
10.50.71.69|33084|buro|sysburotienda|1
10.50.71.69|33092|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|29194|buro|sysburotienda|1
10.50.71.69|29206|buro|sysburotienda|3
10.50.71.69|29216|buro|sysburotienda|1
10.50.71.69|25688|buro|sysburotienda|1
10.50.71.69|25702|infocrediticiacte|sysinfocrediticia|1
10.30.241.181|8533|buro|sysburotienda|1
10.50.71.69|31916|buro|sysburotienda|1
10.50.71.69|59220|buro|sysburotienda|1
10.50.71.69|59222|infocrediticiacte|sysinfocrediticia|1
10.30.241.167|34786|buro|sysburotienda|1
10.50.71.69|21970|buro|sysburotienda|1
10.50.71.69|38016|infocrediticiacte|sysinfocrediticia|1
10.30.241.181|13687|buro|sysburotienda|1
10.50.71.69|38018|buro|sysburotienda|1
10.50.71.69|38020|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|55846|buro|sysburotienda|2
10.50.71.69|49082|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|49098|buro|sysburotienda|1
10.30.241.169|62478|buro|sysburotienda|1
10.50.71.69|49102|buro|sysburotienda|1
10.50.71.69|6724|buro|sysburotienda|1
10.50.71.69|34194|buro|sysburotienda|1
10.50.71.69|34200|infocrediticiacte|sysinfocrediticia|1
10.30.241.169|34406|buro|sysburotienda|1
10.50.71.69|36556|buro|sysburotienda|1
10.50.71.69|29754|buro|sysburotienda|1
10.50.71.69|29770|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|29786|buro|sysburotienda|1
10.50.71.69|11064|buro|sysburotienda|1
10.50.71.69|11072|buro|sysburotienda|1
10.28.231.46|13212|postgres|sysnagios|1
10.50.71.69|7048|buro|sysburotienda|1
10.50.71.69|7060|infocrediticiacte|sysinfocrediticia|1
10.30.241.181|61399|buro|sysburotienda|1
10.50.71.69|39836|buro|sysburotienda|1
10.50.71.69|39838|buro|sysburotienda|2
10.50.71.69|9146|buro|sysburotienda|1
10.50.71.69|9154|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|30770|buro|sysburotienda|1
10.50.71.69|30776|infocrediticiacte|sysinfocrediticia|2
10.30.241.167|39721|buro|sysburotienda|1
10.50.71.69|29826|buro|sysburotienda|1
10.50.71.69|29832|buro|sysburotienda|1
10.50.71.69|29838|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|29852|infocrediticiacte|sysinfocrediticia|1
10.30.241.167|59267|buro|sysburotienda|1
10.50.71.69|29862|buro|sysburotienda|1
10.50.71.69|53146|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|60892|buro|sysburotienda|1
10.50.71.69|1872|buro|sysburotienda|1
10.50.71.69|1882|infocrediticiacte|sysinfocrediticia|1
10.30.241.169|58234|buro|sysburotienda|1
10.50.71.69|64742|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|64752|buro|sysburotienda|1
10.50.71.69|64762|buro|sysburotienda|1
10.50.71.69|64766|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|64780|infocrediticiacte|sysinfocrediticia|1
10.30.241.167|43092|buro|sysburotienda|1
10.50.71.69|64794|buro|sysburotienda|1
10.50.71.69|64810|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|64826|buro|sysburotienda|1
10.50.71.69|38214|buro|sysburotienda|1
10.28.231.46|22490|postgres|sysnagios|1
10.50.71.69|37464|buro|sysburotienda|1
10.50.71.69|64978|buro|sysburotienda|1
10.50.71.69|64990|infocrediticiacte|sysinfocrediticia|1
10.30.241.181|47961|buro|sysburotienda|1
10.50.71.69|45736|buro|sysburotienda|2
10.50.71.69|28412|infocrediticiacte|sysinfocrediticia|1
10.30.241.169|48970|buro|sysburotienda|1
10.30.241.175|65207|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|47352|buro|sysburotienda|1
10.50.71.69|55130|buro|sysburotienda|1
10.50.71.69|55136|infocrediticiacte|sysinfocrediticia|1
10.30.241.169|37178|buro|sysburotienda|1
10.50.71.69|30408|buro|sysburotienda|1
10.50.71.69|30412|buro|sysburotienda|1
10.50.71.69|30424|buro|sysburotienda|1
10.50.71.69|13458|infocrediticiacte|sysinfocrediticia|1
10.30.241.167|22748|buro|sysburotienda|1
10.50.71.69|13468|buro|sysburotienda|1
10.50.71.69|13478|buro|sysburotienda|1
10.50.71.69|13494|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|11716|buro|sysburotienda|1
10.50.71.69|11728|buro|sysburotienda|1
10.28.231.46|33764|postgres|sysnagios|1
10.30.241.179|58308|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|22454|buro|sysburotienda|2
10.50.71.69|57704|buro|sysburotienda|1
10.50.71.69|57716|infocrediticiacte|sysinfocrediticia|1
10.30.241.167|14687|buro|sysburotienda|1
10.50.71.69|23452|buro|sysburotienda|2
10.50.71.69|2664|buro|sysburotienda|1
10.50.71.69|2672|buro|sysburotienda|1
10.50.71.69|2674|buro|sysburotienda|2
10.50.71.69|2682|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|2684|infocrediticiacte|sysinfocrediticia|2
10.30.241.169|36518|buro|sysburotienda|1
10.30.241.181|60504|buro|sysburotienda|1
10.50.71.69|39162|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|39168|buro|sysburotienda|1
10.50.71.69|39170|infocrediticiacte|sysinfocrediticia|1
10.30.241.167|50186|buro|sysburotienda|1
10.50.71.69|39186|buro|sysburotienda|1
10.28.231.46|43126|postgres|sysnagios|1
10.30.242.132|18050|infocrediticiacte|syssoabus|3
10.30.241.169|59687|buro|sysburotienda|1
10.50.71.69|25930|buro|sysburotienda|1
10.50.71.69|43388|buro|sysburotienda|1
10.50.71.69|43402|infocrediticiacte|sysinfocrediticia|1
10.30.241.181|41008|buro|sysburotienda|1
10.50.71.69|33246|buro|sysburotienda|1
10.50.71.69|7234|buro|sysburotienda|1
10.50.71.69|49546|buro|sysburotienda|1
10.50.71.69|49556|infocrediticiacte|sysinfocrediticia|1
10.30.241.169|19809|buro|sysburotienda|1
10.50.71.69|42620|buro|sysburotienda|1
10.50.71.69|61746|buro|sysburotienda|1
10.50.71.69|61748|infocrediticiacte|sysinfocrediticia|1
10.30.241.169|40109|buro|sysburotienda|1
10.50.71.69|57378|buro|sysburotienda|1
10.50.71.69|57388|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|10060|buro|sysburotienda|1
10.50.71.69|10066|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|19032|buro|sysburotienda|1
10.50.71.69|19044|buro|sysburotienda|1
10.50.71.69|19060|infocrediticiacte|sysinfocrediticia|1
10.30.241.167|54532|buro|sysburotienda|1
10.50.71.69|29218|buro|sysburotienda|1
10.50.71.69|29224|infocrediticiacte|sysinfocrediticia|1
10.30.241.181|24390|buro|sysburotienda|1
10.50.71.69|19372|buro|sysburotienda|1
10.50.71.69|19382|buro|sysburotienda|1
10.50.71.69|19388|infocrediticiacte|sysinfocrediticia|1
10.30.241.169|2788|buro|sysburotienda|1
10.50.71.69|19394|buro|sysburotienda|1
10.28.231.46|54496|postgres|sysnagios|1
10.50.71.69|19406|infocrediticiacte|sysinfocrediticia|1
10.30.242.137|56340|infocrediticiacte|syssoabus|3
10.50.71.69|9978|buro|sysburotienda|1
10.50.71.69|9994|buro|sysburotienda|1
10.50.71.69|10010|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|10026|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|13598|buro|sysburotienda|1
10.50.71.69|18104|buro|sysburotienda|1
10.50.71.69|18112|buro|sysburotienda|1
10.50.71.69|33618|buro|sysburotienda|1
10.50.71.69|33622|infocrediticiacte|sysinfocrediticia|1
10.30.241.181|31505|buro|sysburotienda|1
10.50.71.69|25062|buro|sysburotienda|1
10.50.71.69|36360|buro|sysburotienda|1
10.50.71.69|36364|buro|sysburotienda|1
10.50.71.69|36728|infocrediticiacte|sysinfocrediticia|1
10.30.241.181|54059|buro|sysburotienda|1
10.50.71.69|36730|buro|sysburotienda|1
10.50.71.69|36744|infocrediticiacte|sysinfocrediticia|1
10.30.241.169|33395|buro|sysburotienda|1
10.30.241.179|30179|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|35356|buro|sysburotienda|2
10.50.71.69|35362|buro|sysburotienda|2
10.28.231.46|64382|postgres|sysnagios|1
10.50.71.69|35374|infocrediticiacte|sysinfocrediticia|1
10.30.241.167|44832|buro|sysburotienda|1
10.50.71.69|23664|buro|sysburotienda|1
10.50.71.69|23668|buro|sysburotienda|1
10.50.71.69|23672|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|23680|infocrediticiacte|sysinfocrediticia|1
10.30.241.169|21668|buro|sysburotienda|1
10.50.71.69|46406|buro|sysburotienda|1
10.50.71.69|3460|buro|sysburotienda|1
10.50.71.69|3474|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|36924|buro|sysburotienda|1
10.30.241.175|32324|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|9672|buro|sysburotienda|1
10.50.71.69|9686|infocrediticiacte|sysinfocrediticia|1
10.30.241.181|35613|buro|sysburotienda|1
10.50.71.69|34352|buro|sysburotienda|1
10.50.71.69|43674|buro|sysburotienda|1
10.50.71.69|43682|buro|sysburotienda|1
10.50.71.69|24250|infocrediticiacte|sysinfocrediticia|1
10.30.241.167|43547|buro|sysburotienda|1
10.50.71.69|24258|buro|sysburotienda|1
10.50.71.69|24264|buro|sysburotienda|1
10.50.71.69|63060|buro|sysburotienda|1
10.50.71.69|63070|infocrediticiacte|sysinfocrediticia|1
10.30.241.169|40191|buro|sysburotienda|1
10.50.71.69|55530|buro|sysburotienda|1
10.28.231.46|10654|postgres|sysnagios|1
10.50.71.69|62156|buro|sysburotienda|1
10.50.71.69|53796|buro|sysburotienda|1
10.50.71.69|53802|infocrediticiacte|sysinfocrediticia|1
10.30.241.169|59619|buro|sysburotienda|1
10.30.242.133|26780|infocrediticiacte|syssoabus|3
10.30.241.167|4172|buro|sysburotienda|1
10.50.71.69|45254|buro|sysburotienda|2
10.50.71.69|45264|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|34736|buro|sysburotienda|1
10.50.71.69|34738|buro|sysburotienda|1
10.50.71.69|34740|buro|sysburotienda|1
10.50.71.69|34748|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|34750|buro|sysburotienda|1
10.50.71.69|34762|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|34770|infocrediticiacte|sysinfocrediticia|1
10.30.241.181|38146|buro|sysburotienda|1
10.50.71.69|46754|buro|sysburotienda|1
10.50.71.69|46764|buro|sysburotienda|1
10.50.71.69|4842|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|8822|buro|sysburotienda|1
10.50.71.69|8832|buro|sysburotienda|2
10.50.71.69|8848|buro|sysburotienda|1
10.50.71.69|8862|buro|sysburotienda|1
10.50.71.69|8868|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|18426|buro|sysburotienda|1
10.50.71.69|18438|infocrediticiacte|sysinfocrediticia|1
10.30.241.181|28826|buro|sysburotienda|1
10.50.71.69|18448|buro|sysburotienda|1
10.50.71.69|18450|infocrediticiacte|sysinfocrediticia|1
10.30.241.167|34546|buro|sysburotienda|1
10.50.71.69|18464|buro|sysburotienda|1
10.50.71.69|18476|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|15110|buro|sysburotienda|1
10.50.71.69|15112|buro|sysburotienda|2
10.50.70.5|54334|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|19466|buro|sysburotienda|1
10.50.71.69|61422|buro|sysburotienda|1
10.50.71.69|61432|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|46824|buro|sysburotienda|2
10.50.71.69|46838|infocrediticiacte|sysinfocrediticia|1
10.30.241.167|17140|buro|sysburotienda|1
10.50.71.69|27254|buro|sysburotienda|2
10.50.71.69|27260|buro|sysburotienda|2
10.50.71.69|27274|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|27290|infocrediticiacte|sysinfocrediticia|2
10.50.71.69|45128|buro|sysburotienda|1
10.28.231.46|22034|postgres|sysnagios|1
10.50.71.69|39398|buro|sysburotienda|1
10.50.71.69|39404|infocrediticiacte|sysinfocrediticia|1
10.30.241.167|38715|buro|sysburotienda|1
10.50.71.69|39410|buro|sysburotienda|1
10.30.241.169|45033|buro|sysburotienda|1
10.50.71.69|52942|buro|sysburotienda|1
10.50.71.69|52952|infocrediticiacte|sysinfocrediticia|1
10.30.241.181|8464|buro|sysburotienda|1
10.50.71.69|52966|buro|sysburotienda|1
10.50.71.69|50230|buro|sysburotienda|2
10.30.241.181|6656|buro|sysburotienda|1
10.50.71.69|16596|buro|sysburotienda|1
10.50.71.69|16610|infocrediticiacte|sysinfocrediticia|2
10.30.241.169|1469|buro|sysburotienda|1
10.50.71.69|16622|buro|sysburotienda|2
10.50.71.69|16634|infocrediticiacte|sysinfocrediticia|1
10.30.241.181|47047|buro|sysburotienda|1
10.50.71.69|16644|buro|sysburotienda|1
10.28.231.46|31408|postgres|sysnagios|1
10.30.242.138|12618|infocrediticiacte|syssoabus|3
10.30.241.169|51006|buro|sysburotienda|1
10.50.71.69|9746|buro|sysburotienda|1
10.50.71.69|9762|infocrediticiacte|sysinfocrediticia|1
10.30.241.167|25795|buro|sysburotienda|1
10.50.71.69|61658|buro|sysburotienda|1
10.50.71.69|61670|infocrediticiacte|sysinfocrediticia|1
10.30.241.181|61065|buro|sysburotienda|1
10.50.71.69|45288|buro|sysburotienda|1
10.50.71.69|45290|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|60348|buro|sysburotienda|1
10.50.71.69|60360|buro|sysburotienda|1
10.50.71.69|60366|infocrediticiacte|sysinfocrediticia|1
10.30.241.167|56719|buro|sysburotienda|1
10.50.71.69|60378|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|8868|buro|sysburotienda|1
10.50.71.69|43248|buro|sysburotienda|1
10.50.71.69|43252|buro|sysburotienda|1
10.50.71.69|44272|buro|sysburotienda|2
10.50.71.69|44288|buro|sysburotienda|1
10.50.71.69|44292|infocrediticiacte|sysinfocrediticia|1
10.30.241.167|37266|buro|sysburotienda|1
10.50.71.69|44308|buro|sysburotienda|1
10.50.71.69|44316|infocrediticiacte|sysinfocrediticia|1
10.30.241.181|48760|buro|sysburotienda|1
10.50.71.69|44330|buro|sysburotienda|2
10.50.71.69|44334|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|44336|buro|sysburotienda|1
10.50.71.69|44350|buro|sysburotienda|1
10.50.71.69|2954|buro|sysburotienda|1
10.50.71.69|3560|buro|sysburotienda|1
10.50.71.69|3574|infocrediticiacte|sysinfocrediticia|1
10.30.241.169|46648|buro|sysburotienda|1
10.50.71.69|56132|buro|sysburotienda|1
10.50.71.69|56142|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|56154|buro|sysburotienda|1
10.50.71.69|14442|buro|sysburotienda|1
10.50.71.69|40926|buro|sysburotienda|2
10.28.231.46|42738|postgres|sysnagios|1
10.50.71.69|16204|buro|sysburotienda|1
10.50.71.69|10492|infocrediticiacte|sysinfocrediticia|1
10.30.241.167|60723|buro|sysburotienda|1
10.50.71.69|10500|buro|sysburotienda|1
10.50.71.69|10504|infocrediticiacte|sysinfocrediticia|1
10.30.241.181|4474|buro|sysburotienda|1
10.50.71.69|10506|buro|sysburotienda|1
10.50.71.69|10514|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|61322|buro|sysburotienda|2
10.50.71.69|30018|buro|sysburotienda|1
10.50.71.69|38054|buro|sysburotienda|1
10.50.71.69|57536|infocrediticiacte|sysinfocrediticia|1
10.30.241.169|25193|buro|sysburotienda|1
10.50.71.69|57540|buro|sysburotienda|1
10.50.71.69|62522|buro|sysburotienda|1
10.50.71.69|62526|infocrediticiacte|sysinfocrediticia|1
10.30.241.181|44310|buro|sysburotienda|1
10.50.71.69|62528|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|44428|buro|sysburotienda|1
10.50.71.69|44442|buro|sysburotienda|1
10.50.71.69|44454|infocrediticiacte|sysinfocrediticia|1
10.30.241.169|30558|buro|sysburotienda|1
10.50.71.69|23456|buro|sysburotienda|1
10.50.71.69|23472|buro|sysburotienda|1
10.50.71.69|44670|buro|sysburotienda|1
10.50.71.69|13390|buro|sysburotienda|1
10.50.71.69|13396|infocrediticiacte|sysinfocrediticia|1
10.30.241.181|46416|buro|sysburotienda|1
10.28.231.46|52116|postgres|sysnagios|1
10.50.71.69|47664|buro|sysburotienda|1
10.50.71.69|21076|infocrediticiacte|sysinfocrediticia|1
10.30.241.181|36582|buro|sysburotienda|1
10.50.71.69|36856|buro|sysburotienda|1
10.50.71.69|36870|buro|sysburotienda|1
10.50.71.69|36882|infocrediticiacte|sysinfocrediticia|1
10.30.241.169|33916|buro|sysburotienda|1
10.50.71.69|28796|buro|sysburotienda|1
10.50.71.69|42616|buro|sysburotienda|1
10.30.241.181|14531|buro|sysburotienda|1
10.50.71.69|33896|buro|sysburotienda|1
10.50.71.69|33908|buro|sysburotienda|1
10.50.71.69|33918|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|33932|infocrediticiacte|sysinfocrediticia|1
10.30.241.169|14029|buro|sysburotienda|1
10.50.71.69|34698|buro|sysburotienda|1
10.50.71.69|34708|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|48322|buro|sysburotienda|1
10.50.71.69|31678|buro|sysburotienda|1
10.50.71.69|31694|infocrediticiacte|sysinfocrediticia|1
10.30.241.167|53504|buro|sysburotienda|1
10.50.71.69|33850|buro|sysburotienda|1
10.50.71.69|33858|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|39072|buro|sysburotienda|1
10.50.71.69|52440|buro|sysburotienda|1
10.50.71.69|52450|infocrediticiacte|sysinfocrediticia|1
10.30.241.167|39401|buro|sysburotienda|1
10.28.231.46|63428|postgres|sysnagios|1
10.50.71.69|23972|buro|sysburotienda|1
10.50.71.69|23982|infocrediticiacte|sysinfocrediticia|2
10.30.241.167|64076|buro|sysburotienda|1
10.50.71.69|23996|buro|sysburotienda|2
10.50.71.69|24010|infocrediticiacte|sysinfocrediticia|1
10.30.241.169|27967|buro|sysburotienda|1
10.50.71.69|29060|buro|sysburotienda|1
10.50.71.69|29068|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|29082|buro|sysburotienda|1
10.50.71.69|29086|buro|sysburotienda|1
10.50.71.69|40278|buro|sysburotienda|1
10.50.71.69|40292|buro|sysburotienda|1
10.50.71.69|40300|buro|sysburotienda|1
10.50.71.69|40302|buro|sysburotienda|1
10.50.71.69|40318|infocrediticiacte|sysinfocrediticia|1
10.30.241.169|31655|buro|sysburotienda|1
10.50.71.69|55778|buro|sysburotienda|1
10.50.71.69|55780|infocrediticiacte|sysinfocrediticia|1
10.30.241.167|52204|buro|sysburotienda|1
10.50.71.69|55782|buro|sysburotienda|1
10.50.71.69|55786|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|23358|buro|sysburotienda|2
10.50.71.69|49780|buro|sysburotienda|1
10.50.71.69|33736|buro|sysburotienda|1
10.50.71.69|53958|buro|sysburotienda|1
10.50.71.69|53970|buro|sysburotienda|1
10.50.71.69|53974|infocrediticiacte|sysinfocrediticia|1
10.30.241.181|6926|buro|sysburotienda|1
10.50.71.69|53984|infocrediticiacte|sysinfocrediticia|1
10.30.241.169|63216|buro|sysburotienda|1
10.50.71.69|53998|buro|sysburotienda|1
10.50.71.69|47208|buro|sysburotienda|1
10.50.71.69|47224|buro|sysburotienda|1
10.50.71.69|47228|buro|sysburotienda|1
10.50.71.69|30934|buro|sysburotienda|1
10.50.71.69|30936|infocrediticiacte|sysinfocrediticia|1
10.30.241.167|5258|buro|sysburotienda|1
10.50.71.69|30946|buro|sysburotienda|1
10.50.71.69|21250|buro|sysburotienda|1
10.50.71.69|21256|infocrediticiacte|sysinfocrediticia|1
10.30.241.169|16077|buro|sysburotienda|1
10.50.71.69|39460|buro|sysburotienda|1
10.28.231.46|8292|postgres|sysnagios|1
10.50.71.69|20260|buro|sysburotienda|1
10.50.71.69|20268|buro|sysburotienda|1
10.50.71.69|20280|infocrediticiacte|sysinfocrediticia|1
10.30.241.167|62976|buro|sysburotienda|1
10.50.71.69|48310|buro|sysburotienda|1
10.50.71.69|48314|infocrediticiacte|sysinfocrediticia|1
10.30.241.181|50086|buro|sysburotienda|1
10.50.71.69|48324|buro|sysburotienda|1
10.50.71.69|48328|buro|sysburotienda|1
10.50.71.69|48330|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|48338|buro|sysburotienda|1
10.50.71.69|19260|infocrediticiacte|sysinfocrediticia|1
10.30.241.169|61737|buro|sysburotienda|1
10.30.241.175|15645|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|19262|buro|sysburotienda|1
10.50.71.69|41974|buro|sysburotienda|1
10.50.71.69|41980|buro|sysburotienda|1
10.50.71.69|41982|buro|sysburotienda|1
10.50.71.69|41990|infocrediticiacte|sysinfocrediticia|1
10.30.241.179|46093|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|37736|buro|sysburotienda|1
10.50.71.69|37740|buro|sysburotienda|2
10.50.71.69|53608|infocrediticiacte|sysinfocrediticia|1
10.30.241.167|5320|buro|sysburotienda|1
10.50.71.69|53614|buro|sysburotienda|1
10.50.71.69|19730|buro|sysburotienda|2
10.50.71.69|19732|infocrediticiacte|sysinfocrediticia|1
10.30.241.167|32007|buro|sysburotienda|1
10.50.71.69|19744|buro|sysburotienda|1
10.50.70.28|55472|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|19754|infocrediticiacte|sysinfocrediticia|1
10.30.241.169|10693|buro|sysburotienda|1
10.50.71.69|26864|buro|sysburotienda|1
10.50.71.69|60306|buro|sysburotienda|1
10.50.71.69|60312|buro|sysburotienda|1
10.50.71.69|60326|buro|sysburotienda|1
10.50.71.69|40896|buro|sysburotienda|2
10.50.71.69|40906|infocrediticiacte|sysinfocrediticia|2
10.30.241.169|28347|buro|sysburotienda|1
10.50.71.69|40792|buro|sysburotienda|1
10.50.71.69|40800|infocrediticiacte|sysinfocrediticia|1
10.30.241.167|32224|buro|sysburotienda|1
10.50.71.69|6248|buro|sysburotienda|1
10.50.71.69|6258|buro|sysburotienda|1
10.50.71.69|6268|infocrediticiacte|sysinfocrediticia|1
10.30.241.181|59652|buro|sysburotienda|1
10.28.231.46|19734|postgres|sysnagios|1
10.50.71.69|43080|buro|sysburotienda|1
10.50.71.69|41188|buro|sysburotienda|1
10.50.71.69|41196|buro|sysburotienda|1
10.50.71.69|41210|infocrediticiacte|sysinfocrediticia|1
10.30.241.169|39501|buro|sysburotienda|1
10.50.71.69|9816|buro|sysburotienda|1
10.50.71.69|9824|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|9830|buro|sysburotienda|1
10.50.71.69|45430|buro|sysburotienda|1
10.50.71.69|45436|buro|sysburotienda|1
10.50.70.93|50316|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|62034|buro|sysburotienda|1
10.50.71.69|62046|buro|sysburotienda|1
10.50.71.69|62062|infocrediticiacte|sysinfocrediticia|1
10.30.241.181|41770|buro|sysburotienda|1
10.30.241.181|48700|buro|sysburotienda|1
10.50.71.69|42728|buro|sysburotienda|1
10.50.71.69|42734|infocrediticiacte|sysinfocrediticia|1
10.30.241.167|12139|buro|sysburotienda|1
10.50.71.69|21354|buro|sysburotienda|1
10.50.71.69|21370|infocrediticiacte|sysinfocrediticia|1
10.30.241.169|35520|buro|sysburotienda|1
10.50.71.69|21374|buro|sysburotienda|1
10.50.71.69|21384|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|57776|buro|sysburotienda|1
10.50.71.69|57786|infocrediticiacte|sysinfocrediticia|1
10.30.241.169|20155|buro|sysburotienda|1
10.50.71.69|57796|buro|sysburotienda|1
10.28.231.46|31070|postgres|sysnagios|1
10.50.71.69|31616|buro|sysburotienda|1
10.50.71.69|42394|buro|sysburotienda|1
10.50.71.69|60868|buro|sysburotienda|1
10.50.71.69|60878|buro|sysburotienda|1
10.50.71.69|49524|infocrediticiacte|sysinfocrediticia|1
10.30.241.169|16648|buro|sysburotienda|1
10.50.71.69|49534|buro|sysburotienda|1
10.50.71.69|49540|infocrediticiacte|sysinfocrediticia|1
10.30.241.167|22799|buro|sysburotienda|1
10.50.71.69|51856|buro|sysburotienda|1
10.50.71.69|51872|infocrediticiacte|sysinfocrediticia|1
10.30.241.169|2438|buro|sysburotienda|1
10.50.71.69|22964|buro|sysburotienda|1
10.50.71.69|34644|buro|sysburotienda|1
10.50.71.69|34658|buro|sysburotienda|1
10.50.71.69|46322|buro|sysburotienda|1
10.50.71.69|46332|buro|sysburotienda|1
10.50.71.69|55144|buro|sysburotienda|1
10.50.71.69|55160|buro|sysburotienda|2
10.30.241.179|20860|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|55172|infocrediticiacte|sysinfocrediticia|1
10.30.241.167|42567|buro|sysburotienda|1
10.50.71.69|59772|buro|sysburotienda|2
